CustomerID,Churn Probability,Churn Prediction
8258-GSTJK,0.7696211341364703,Yes
3643-AHCFP,0.7694313794710281,Yes
9611-CTWIH,0.7693062979291424,Yes
1564-NTYXF,0.7688538592736396,Yes
7488-MXJIV,0.7676566049649758,Yes
8739-XNIKG,0.7676240168713069,Yes
7779-LGOVN,0.7674036696547709,Yes
4086-YQSNZ,0.7673223089445884,Yes
6161-UUUTA,0.7670740073181901,Yes
4548-SDBKE,0.7668503745711643,Yes
8337-UPOAQ,0.7666113633940412,Yes
0697-ZMSWS,0.7665802021608027,Yes
3452-GWUIN,0.7661183670684295,Yes
9221-OTIVJ,0.7659544214854312,Yes
0916-QOFDP,0.7658372422509713,Yes
9231-ZJYAM,0.7655661075014983,Yes
5956-VKDTT,0.765491496214945,Yes
4078-SAYYN,0.7654795797077776,Yes
3621-CEOVK,0.7650710566990547,Yes
7228-OMTPN,0.7647666384435159,Yes
0897-FEGMU,0.7647564783626781,Yes
5519-NPHVG,0.7643449273317078,Yes
4927-WWOOZ,0.764204344331717,Yes
7526-BEZQB,0.7603446547130459,Yes
1626-ERCMM,0.7602753308687771,Yes
0754-UKWQP,0.7599191795613351,Yes
4094-NSEDU,0.7592671902861804,Yes
3318-NMQXL,0.7591916743726617,Yes
3811-VBYBZ,0.7590686750496175,Yes
3727-RJMEO,0.7578915593000376,Yes
3606-TWKGI,0.7571655781310581,Yes
6108-OQZDQ,0.7562337290821322,Yes
2990-HWIML,0.7558671678361084,Yes
4587-VVTOX,0.7554190999817428,Yes
4273-MBHYA,0.754671542544691,Yes
2235-DWLJU,0.7545933398303268,Yes
4415-IJZTP,0.754280625797122,Yes
4140-MUHUG,0.7539052230812735,Yes
8382-SHQEH,0.7537132024853286,Yes
7234-FECYN,0.7528721596595226,Yes
0236-HFWSV,0.7528434093440332,Yes
6328-ZPBGN,0.7525814127013057,Yes
8816-VXNZD,0.7525131666669891,Yes
7398-SKNQZ,0.7519362338222493,Yes
3776-EKTKM,0.7518009215431386,Yes
6683-VLCTZ,0.7509903488506194,Yes
8931-GJJIQ,0.7503289980972425,Yes
4844-JJWUY,0.7499047222297492,Yes
6229-LSCKB,0.7488961797683394,Yes
6358-LYNGM,0.7488256636760509,Yes
7206-GZCDC,0.7487481990023711,Yes
1157-BQCUW,0.7486765254896278,Yes
7156-MHUGY,0.7482824808408434,Yes
4192-GORJT,0.7482567482413099,Yes
1452-VOQCH,0.748228758090187,Yes
7074-IEVOJ,0.7479297559462889,Yes
2077-MPJQO,0.747838385709281,Yes
1941-HOSAM,0.7477408697114095,Yes
8375-DKEBR,0.7477027832695636,Yes
2636-ALXXZ,0.7477027832695636,Yes
9787-XVQIU,0.747630912052462,Yes
4871-JTKJF,0.7475532031265029,Yes
2506-TNFCO,0.7474145322290793,Yes
1925-TIBLE,0.7472459860650035,Yes
5834-ASPWA,0.7471819108266117,Yes
5550-VFRLC,0.7469542954536025,Yes
9334-GWGOW,0.7468011971299499,Yes
9451-LPGOO,0.7468008781028986,Yes
8000-REIQB,0.7466544895323921,Yes
2609-IAICY,0.7464102429278816,Yes
1875-QIVME,0.7460796913294234,Yes
1846-XWOQN,0.7460541740274071,Yes
9725-SCPZG,0.7459312041847155,Yes
9605-WGJVW,0.7459039486294753,Yes
0495-RVCBF,0.7458052893578287,Yes
8779-QRDMV,0.7456236135608636,Yes
7817-BOQPW,0.7454272284474822,Yes
9025-AOMKI,0.7454205094539611,Yes
6979-ZNSFF,0.7452777510806741,Yes
2737-WFVYW,0.7451807956641266,Yes
2462-XIIJB,0.7450277797053493,Yes
9189-JWSHV,0.7448665975485516,Yes
8051-HJRLT,0.744850731253352,Yes
3097-NQYSN,0.7448305055017025,Yes
7130-VTEWQ,0.7447530029490825,Yes
4951-UKAAQ,0.7447353024649439,Yes
2672-HUYVI,0.7443701833878266,Yes
3387-VATUS,0.7438684979302524,Yes
8058-INTPH,0.7437397639782379,Yes
4952-YSOGZ,0.7436404212450106,Yes
9957-YODKZ,0.7434537338255651,Yes
8062-YBDOE,0.743212230000386,Yes
9488-HGMJH,0.7430385503445054,Yes
1618-CFHME,0.7430367833986011,Yes
9809-IMGCQ,0.7429206806746592,Yes
5539-TMZLF,0.7429095164839666,Yes
2868-MZAGQ,0.742810095437912,Yes
3878-AVSOQ,0.7427357029580689,Yes
5380-AFSSK,0.7424004395655859,Yes
9799-CAYJJ,0.7420017293983628,Yes
9603-OAIHC,0.741999976787688,Yes
5494-HECPR,0.7419224264406771,Yes
4614-NUVZD,0.7415741687169596,Yes
8740-CRYFY,0.7414892222640611,Yes
5299-SJCZT,0.7414048750978818,Yes
5960-WPXQM,0.741185184913206,Yes
9306-CPCBC,0.7409199974438822,Yes
1363-TXLSL,0.7407951524426217,Yes
9290-SHCMB,0.7406249259394129,Yes
5276-KQWHG,0.7402386255174209,Yes
2123-AGEEN,0.7399001338417825,Yes
2514-GINMM,0.7398141398160997,Yes
0702-PGIBZ,0.739813746208126,Yes
1761-AEZZR,0.7396615111567254,Yes
6688-UZPWD,0.7394642952166162,Yes
8992-JQYUN,0.73921253173683,Yes
0334-GDDSO,0.7392051703804747,Yes
2004-OCQXK,0.7389829963268307,Yes
9944-HKVVB,0.7389312037091982,Yes
9402-ORRAH,0.7389249672434692,Yes
4090-KPJIP,0.7388650749183564,Yes
3006-XIMLN,0.7387742237388402,Yes
6860-YRJZP,0.7387106454773502,Yes
4514-GFCFI,0.7387083882788525,Yes
0094-OIFMO,0.7385018615271314,Yes
9300-RENDD,0.7384383948241203,Yes
0709-TVGUR,0.738340918245565,Yes
5804-LEPIM,0.7383321798462843,Yes
5229-PRWKT,0.7381975892622543,Yes
4581-SSPWD,0.7381823591753873,Yes
3519-ZKXGG,0.738176615552092,Yes
6457-USBER,0.7380870953474999,Yes
6015-VVHHE,0.738061174705384,Yes
0637-KVDLV,0.7378823644040818,Yes
1389-CXMLU,0.7377695944337185,Yes
4228-ZGYUW,0.7376835106550261,Yes
1320-HTRDR,0.7376246148105942,Yes
4342-HENTK,0.7375868731085715,Yes
0680-DFNNY,0.737553086086728,Yes
8357-EQXFO,0.7375461575855883,Yes
1579-KLYDT,0.7373070308188274,Yes
1981-INRFU,0.7372166610438861,Yes
0404-SWRVG,0.7371580817164961,Yes
8644-XLFBW,0.7371137700017251,Yes
7439-DKZTW,0.7365967762598802,Yes
2215-ZAFGX,0.7362955023880808,Yes
0318-QUUOB,0.7361463568078959,Yes
2691-NZETQ,0.7348302096983227,Yes
4529-CKBCL,0.734725489749561,Yes
8086-OVPWV,0.7345947013023069,Yes
6892-EZDTG,0.7342307718044931,Yes
8348-HFYIV,0.7342220682660795,Yes
7760-OYPDY,0.7331942764624253,Yes
6168-WFVVF,0.7328801992753844,Yes
4234-XTNEA,0.7327148343587289,Yes
1678-FYZOW,0.7317388346013088,Yes
0655-RBDUG,0.7316764779763444,Yes
9878-TNQGW,0.7316383169334617,Yes
5597-GLBUC,0.7315799500751549,Yes
7330-WZLNC,0.7313528200681376,Yes
0195-IESCP,0.7313451404479284,Yes
1704-NRWYE,0.7310362870172122,Yes
2688-BHGOG,0.7310032882636189,Yes
2055-PDADH,0.730744777015545,Yes
4749-OJKQU,0.7306598020560972,Yes
3398-FSHON,0.7300984839710234,Yes
9689-PTNPG,0.7299954497688521,Yes
9837-BMCLM,0.7299458568217219,Yes
4795-KTRTH,0.7298453930312782,Yes
5644-PDMZC,0.7293845472176037,Yes
3462-BJQQA,0.7290545116435602,Yes
3096-GKWEB,0.7290306141309794,Yes
5835-BEQEU,0.7290297151174235,Yes
5955-ERIHD,0.7289554664319865,Yes
2202-CUYXZ,0.7289483305766364,Yes
7341-LXCAF,0.7288211254556954,Yes
5956-YHHRX,0.7288051131067937,Yes
0325-XBFAC,0.7284775861199255,Yes
8083-YTZES,0.7280937897681075,Yes
4210-QFJMF,0.7277319534391442,Yes
8808-ELEHO,0.7275245399322657,Yes
6357-JJPQT,0.7275030791396254,Yes
8510-AWCXC,0.7274082003469703,Yes
2789-HQBOU,0.7270392486444802,Yes
2880-FPNAE,0.7269804103953189,Yes
2982-IHMFT,0.7265258130472354,Yes
7402-EYFXX,0.7264089153048299,Yes
8780-IXSTS,0.7260644453091295,Yes
8443-ZRDBZ,0.7258395192116108,Yes
2495-INZWQ,0.7256201299353269,Yes
8775-ERLNB,0.7254724269160108,Yes
7249-WBIYX,0.7254534008476397,Yes
4929-XIHVW,0.7254333938706214,Yes
8622-ZLFKO,0.7252910633760282,Yes
8752-STIVR,0.7250534654826903,Yes
8225-BTJAU,0.7249744804106896,Yes
8242-SOQUO,0.7247667678699706,Yes
7548-SEPYI,0.7246836498085142,Yes
1200-TUZHR,0.7245993986462673,Yes
3372-KWFBM,0.7242622197222763,Yes
7273-TEFQD,0.7237828502659687,Yes
1173-XZPYF,0.723731586003168,Yes
4112-LUEIZ,0.7237299096615597,Yes
8087-LGYHQ,0.723326511113896,Yes
7209-JCUDS,0.7232794630841634,Yes
9885-CSMWE,0.722469346477448,Yes
6615-NGGZJ,0.7218740647458807,Yes
7858-GTZSP,0.7218369571261911,Yes
9124-LHCJQ,0.7216705398914821,Yes
0220-EBGCE,0.7214658047732401,Yes
7120-RFMVS,0.721278701294254,Yes
7613-LLQFO,0.7212713424010055,Yes
2027-FECZV,0.7212388083961495,Yes
4806-KEXQR,0.7211706822598385,Yes
3295-YVUSR,0.7211651121838412,Yes
2876-GZYZC,0.7211507645539258,Yes
9317-WZPGV,0.7210193161232668,Yes
8372-JUXUI,0.7208123675442661,Yes
4395-PZMSN,0.7207323035499938,Yes
5698-BQJOH,0.7206983906852774,Yes
5288-AHOUP,0.7206717546103035,Yes
4060-LDNLU,0.7203585432947032,Yes
7181-BQYBV,0.720346186231971,Yes
3178-FESZO,0.7199698388489824,Yes
7180-PISOG,0.7198658474662621,Yes
5868-YWPDW,0.7197089341436325,Yes
5889-LFOLL,0.7194574211017656,Yes
7044-YAACC,0.7193712072615023,Yes
2985-FMWYF,0.719351997105795,Yes
0644-OQMDK,0.7191916652392573,Yes
6941-PMGEP,0.7191423148841799,Yes
1977-STDKI,0.7190300601335373,Yes
2799-ARNLO,0.7188009265435262,Yes
7932-WPTDS,0.7186400356762318,Yes
0679-IDSTG,0.718501826982118,Yes
1768-ZAIFU,0.7178260973609731,Yes
6210-KBBPI,0.7175626946712769,Yes
7493-TPUWZ,0.7175091608143302,Yes
4021-RQSNY,0.7172878568808247,Yes
7503-ZGUZJ,0.7172609226902802,Yes
1450-GALXR,0.7168319091013358,Yes
2516-VQRRV,0.7167322313963979,Yes
7969-AULMZ,0.7166614912043126,Yes
2612-RRIDN,0.7162271898058317,Yes
7594-RQHXR,0.716133986314042,Yes
9094-AZPHK,0.7160787833185038,Yes
6702-OHFWR,0.7159987593084097,Yes
2959-MJHIC,0.7158447996005128,Yes
9919-KNPOO,0.7157413889488056,Yes
4229-CZMLL,0.7154249061466289,Yes
0375-HVGXO,0.7153525785495383,Yes
5919-TMRGD,0.7145670586663845,Yes
5561-NWEVX,0.7143053821766622,Yes
0122-OAHPZ,0.7142940529693119,Yes
8168-UQWWF,0.7142001749484131,Yes
7294-TMAOP,0.7140220396900344,Yes
7235-NXZCP,0.7139259468932567,Yes
5797-APWZC,0.7138601328969144,Yes
0011-IGKFF,0.7136757880588742,Yes
0023-HGHWL,0.7134943086906506,Yes
7409-KIUTL,0.7133306412174869,Yes
8875-AKBYH,0.7130563581723327,Yes
2645-QTLMB,0.7127213022361691,Yes
6711-FLDFB,0.7126647960309109,Yes
0840-DFEZH,0.7126235645506135,Yes
5052-PNLOS,0.7122928185993753,Yes
5378-IKEEG,0.7119505050682854,Yes
8118-LSUEL,0.7116491276389383,Yes
3473-XIIIT,0.7116404382637815,Yes
2454-RPBRZ,0.7113067834468447,Yes
8541-QVFKM,0.7110553682147691,Yes
8185-UPYBR,0.711011126330207,Yes
3091-FYHKI,0.7106243938610579,Yes
7563-BIUPC,0.7103125715613746,Yes
0841-NULXI,0.7102982387328098,Yes
5382-SOYZL,0.7102401476412321,Yes
7903-CMPEY,0.709911695259818,Yes
2272-QAGFO,0.7098222822974887,Yes
9239-ZBZZV,0.7095522805396648,Yes
3422-GALYP,0.7087441213220912,Yes
4597-NUCQV,0.7081882122717759,Yes
5348-CAGXB,0.708090177364389,Yes
0822-GAVAP,0.7075711781447317,Yes
9223-UCPVT,0.7074585762969547,Yes
4806-HIPDW,0.7068057292037045,Yes
9391-EOYLI,0.7066106126598499,Yes
9728-FTTVZ,0.7064650003741509,Yes
7660-HDPJV,0.7064650003741509,Yes
1567-DSCIC,0.7064452989585843,Yes
6100-QQHEB,0.7062706866107904,Yes
2018-QKYGT,0.7062377423751935,Yes
2485-ITVKB,0.7061564813821347,Yes
1628-BIZYP,0.7061219850408618,Yes
1393-IMKZG,0.7058825333321126,Yes
2929-ERCFZ,0.705595725335468,Yes
9172-ANCRX,0.7055384882001953,Yes
0488-GSLFR,0.7054776417774539,Yes
0365-BZUWY,0.705379729391493,Yes
1980-KXVPM,0.7052625613398454,Yes
7665-TOALD,0.7051480926543664,Yes
6437-UKHMV,0.7047242194398988,Yes
2026-TGDHM,0.7045578926681364,Yes
3247-ZVOUO,0.70427994269658,Yes
4702-IOQDC,0.7034971343370237,Yes
0328-GRPMV,0.7034971343370237,Yes
6892-XPFPU,0.7032972837821224,Yes
7638-QVMVY,0.7031253611150731,Yes
9253-QXKBE,0.7030639382784016,Yes
3244-DCJWY,0.7030008052391488,Yes
1640-PLFMP,0.7030008052391488,Yes
2657-VPXTA,0.7029672216039915,Yes
6653-CBBOM,0.7028352556191141,Yes
7314-OXENN,0.7026556184559049,Yes
6583-KQJLK,0.7025926321718816,Yes
5357-TZHPP,0.7025055929584892,Yes
2761-OCIAX,0.7025055214924327,Yes
7508-MYBOG,0.7024586771307965,Yes
9274-CNFMO,0.702288230467322,Yes
9185-TQCVP,0.70204566640984,Yes
3716-BDVDB,0.7020311992615337,Yes
3329-WDIOK,0.7020252723663086,Yes
5376-DEQCP,0.701840840575998,Yes
3199-XGZCY,0.7017294770379919,Yes
2180-DXNEG,0.7014406454795419,Yes
1447-GIQMR,0.7013796055161874,Yes
6356-ELRKD,0.7012475305541481,Yes
3428-XZMAZ,0.7012013641778344,Yes
6457-GIRWB,0.7012013641778344,Yes
4884-ZTHVF,0.7010880299960958,Yes
1031-IIDEO,0.7010107011323651,Yes
7145-FEJWU,0.7005807156967487,Yes
1820-TQVEV,0.7005365421692051,Yes
6502-MJQAE,0.7003702043992341,Yes
8361-LTMKD,0.7003473748907432,Yes
7254-IQWOZ,0.7002038137761954,Yes
7079-QRCBC,0.7000363456520008,Yes
9897-KXHCM,0.700000589224744,Yes
4510-HIMLV,0.6997043250600966,Yes
1195-OIYEJ,0.6996493053055295,Yes
9360-OMDZZ,0.6995600912610319,Yes
4603-JANFB,0.6995377232964628,Yes
4282-YMKNA,0.69948493521093,Yes
5542-TBBWB,0.6993710688158511,Yes
5875-YPQFJ,0.6993710688158511,Yes
9804-ICWBG,0.6993710688158511,Yes
3338-CVVEH,0.6993524364190177,Yes
9685-WKZGT,0.699148904816248,Yes
5995-SNNEW,0.699045240023609,Yes
3957-LXOLK,0.6989474714711024,Yes
5445-UTODQ,0.6989136911814248,Yes
3494-JCHRQ,0.6988707893460947,Yes
7218-HKQFK,0.6985985314430015,Yes
9279-CJEOJ,0.6982369183441969,Yes
2612-RANWT,0.6981652765704826,Yes
2371-JQHZZ,0.6980765437471834,Yes
2446-PLQVO,0.6980359384546649,Yes
3030-YDNRM,0.6980138723964368,Yes
0880-TKATG,0.6979797105344167,Yes
0684-AOSIH,0.6979521994930531,Yes
3045-XETSH,0.6979087306790012,Yes
7465-ZZRVX,0.6978688107589237,Yes
3677-IYRBF,0.697839970923072,Yes
5168-MSWXT,0.6978309080068092,Yes
3217-FZDMN,0.6975069162030684,Yes
3750-CKVKH,0.6974638063307285,Yes
4482-EWFMI,0.6968195517640562,Yes
8107-KNCIM,0.6966647739481588,Yes
5883-GTGVD,0.6962447052847556,Yes
1960-UYCNN,0.6960394298386283,Yes
3292-PBZEJ,0.6959203737657041,Yes
6127-ISGTU,0.6958692907167703,Yes
6087-MVHJH,0.6958142459177216,Yes
3191-CSNMG,0.6955064912655694,Yes
6734-GMPVK,0.6951711805366398,Yes
3254-YRILK,0.6947238405287968,Yes
7394-LWLYN,0.6945544077942438,Yes
9237-HQITU,0.6944465289663783,Yes
2636-OHFMN,0.6943988547956731,Yes
6986-IXNDM,0.6941050083030903,Yes
6689-TCZHQ,0.694053142195514,Yes
5349-IECLD,0.6939470518344835,Yes
7363-QTBIW,0.6937655859895498,Yes
6996-KNSML,0.6936029795568155,Yes
5429-LWCMV,0.6933736869565625,Yes
8835-VSDSE,0.6933019567252433,Yes
8065-YKXKD,0.6931702966739042,Yes
7321-VGNKU,0.6931483233004053,Yes
8290-YWKHZ,0.6931457532182926,Yes
1251-STYSZ,0.6930879974319394,Yes
3721-CNEYS,0.6927122909351552,Yes
4706-AXVKM,0.6926222153093199,Yes
2897-DOVND,0.6923552900517174,Yes
7354-OIJLX,0.6920308331496465,Yes
0872-NXJYS,0.692021674162935,Yes
1016-DJTSV,0.691750238652111,Yes
1569-TTNYJ,0.6910475015045695,Yes
3999-QGRJH,0.6909800083398407,Yes
7384-GHBPI,0.6909532977066498,Yes
9717-QEBGU,0.6904616484125415,Yes
6857-VWJDT,0.6903389257713216,Yes
3198-VELRD,0.690096837549333,Yes
8800-JOOCF,0.6898788101000825,Yes
3317-HRTNN,0.6896110729441733,Yes
1219-NNDDO,0.6895397822237965,Yes
5419-CONWX,0.6894023562211076,Yes
0495-ZBNGW,0.6890622373706601,Yes
9633-XQABV,0.6886649118298241,Yes
2754-SDJRD,0.6886149045207046,Yes
0345-HKJVM,0.688353759320919,Yes
7245-NIIWQ,0.6881250853521037,Yes
5928-QLDHB,0.6880881338651071,Yes
4285-GYRQC,0.6880859885117406,Yes
7392-YYPYJ,0.6878869677167719,Yes
9330-IJWIO,0.6877423182097936,Yes
3746-EUBYR,0.68744013424916,Yes
4631-OACRM,0.687109114077394,Yes
6507-ZJSUR,0.6867553442308723,Yes
6077-BDPXA,0.6867184380823922,Yes
7029-RPUAV,0.686655930710091,Yes
6407-UTSLV,0.6858721697842689,Yes
2430-USGXP,0.6857783179739415,Yes
7938-OUHIO,0.6855638298266296,Yes
3629-ZNKXA,0.6851650611958132,Yes
6326-MTTXK,0.6844993586497824,Yes
4853-OITSN,0.6836977682141121,Yes
5159-YFPKQ,0.6836178121723093,Yes
5244-IRFIH,0.6825776944460207,Yes
4143-OOBWZ,0.6824569580229899,Yes
6000-APYLU,0.682096017936804,Yes
7831-QGOXH,0.6820296322663714,Yes
8519-IMDHU,0.6817557402764817,Yes
7379-POKDZ,0.6817035989593493,Yes
9507-EXLTT,0.6816397118392702,Yes
2074-GKOWZ,0.6812945299142595,Yes
5186-SAMNZ,0.6810265442287793,Yes
2845-HSJCY,0.6810175797735375,Yes
1226-IENZN,0.6809153688593355,Yes
6960-HVYXR,0.6803862785232654,Yes
3276-HDUEG,0.6798517150499764,Yes
8648-PFRMP,0.6796479499572583,Yes
2107-FBPTK,0.6792350375444445,Yes
1254-IZEYF,0.6791904862030864,Yes
9408-SSNVZ,0.6790203197592649,Yes
1184-PJVDB,0.6788882117084332,Yes
2777-PHDEI,0.6788785086728205,Yes
4735-ASGMA,0.6787078841315081,Yes
3318-OSATS,0.6786893473898358,Yes
2840-XANRC,0.6784956538752716,Yes
6543-XRMYR,0.6783021063046115,Yes
7240-ETPTR,0.6782290753253146,Yes
7994-UYIVZ,0.6781260391809782,Yes
7511-YMXVQ,0.6776645415191402,Yes
6786-OBWQR,0.6776403949164593,Yes
3707-GNWHM,0.6776300061962209,Yes
7615-ESMYF,0.677542196471695,Yes
3834-XUIFC,0.6775105036512582,Yes
8699-ASUFO,0.6774243679360318,Yes
9314-IJWSQ,0.6771717870229156,Yes
7625-XCQRH,0.6770782394794747,Yes
7005-CCBKV,0.6767408646831945,Yes
5293-WXJAK,0.6766905706606343,Yes
1024-VRZHF,0.6762389042398622,Yes
7568-PODML,0.6759867836093427,Yes
6060-DRTNL,0.6758858978075883,Yes
5609-CEBID,0.675848306806897,Yes
6372-RFVNS,0.67577246507492,Yes
2952-QAYZF,0.6757393620457921,Yes
0018-NYROU,0.6755726204313648,Yes
3871-IKPYH,0.6746315512741673,Yes
6198-RTPMF,0.6746249483375536,Yes
1965-AKTSX,0.6744201072041046,Yes
4813-HQMGZ,0.6743580784099761,Yes
2260-USTRB,0.6739656025662145,Yes
8111-RKSPX,0.6737476186614231,Yes
9019-QVLZD,0.6736718284897734,Yes
0306-JAELE,0.6736403340617619,Yes
6215-NQCPY,0.6734969643114137,Yes
2754-VDLTR,0.6734203956606788,Yes
1024-GUALD,0.6733250629478961,Yes
3797-VTIDR,0.673001978717808,Yes
5299-RULOA,0.6729063790952612,Yes
4445-ZJNMU,0.6726441264785862,Yes
4550-EVXNY,0.6722892319122057,Yes
5564-NEMQO,0.6722815437558439,Yes
5167-ZFFMM,0.6720716100878222,Yes
2568-BRGYX,0.6718242861489335,Yes
0928-JMXNP,0.6717525800946843,Yes
6856-RAURS,0.6717276704627478,Yes
2408-WITXK,0.671666514801972,Yes
5134-IKDAY,0.6712532332666518,Yes
5393-RXQSZ,0.671026755373569,Yes
6416-TVAIH,0.670754047357747,Yes
1334-FJSVR,0.6707170700555463,Yes
6618-RYATB,0.6705907491052474,Yes
0390-DCFDQ,0.670586073222237,Yes
8309-IEYJD,0.6705732395533095,Yes
2379-ENZGV,0.6704063100315314,Yes
7365-BVCJH,0.670191593659217,Yes
4298-OYIFC,0.670033465519155,Yes
1285-OKIPP,0.669975879282903,Yes
7206-PQBBZ,0.6688795271549247,Yes
0925-VYDLG,0.6686069867170688,Yes
1731-TVIUK,0.6685386866201515,Yes
8017-LXHFA,0.6683936395848685,Yes
9846-GKXAS,0.6682095956249173,Yes
0329-GTIAJ,0.6681479280447971,Yes
0004-TLHLJ,0.6678975501687793,Yes
2867-UIMSS,0.6678690329235276,Yes
3765-JXVKY,0.6677970404994731,Yes
2672-DZUOY,0.6675578477087659,Yes
7394-FKDNK,0.6675227340618537,Yes
7028-DVOIQ,0.6671163975396001,Yes
6712-OAWRH,0.6669129093104121,Yes
2737-YNGYW,0.6668424112831994,Yes
